CampaignId,CampaignName,CampaignStatus,AdsetId,AdsetName,AdsetGoal,AdId,AdName,AdStatus,AdInsightsDate,Impressions,Reach,CTR,Clicks,UniqueClicks,InlineLinkClicks,UniqueInlineLinkClicks,Spend,PostEngagements,CampaignCreatedTime,CampaignStartTime,CampaignStopTime,CampaignObjective,CampaignDailyBudget,CampaignLifetimeBudget,_BATCH_ID_,_BATCH_LAST_RUN_,Revenue_28d_click,Revenue_28d_view,Revenue_7d_click,Revenue_7d_view,Revenue_1d_click,Revenue_1d_view,Frequency,instagram_permalink_url
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-17,2477,2157,3.673799,91,74,36,34,13.57,45,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.148354,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-18,6454,5687,1.843818,119,105,67,66,28.21,80,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.134869,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-19,6920,6090,1.589595,110,95,71,67,27.57,80,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.136289,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-20,7641,6771,1.701348,130,120,53,52,28.96,74,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.128489,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-21,10555,9423,1.070583,113,106,70,69,29.65,84,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.120132,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-22,10985,9752,1.019572,112,101,60,60,28.59,75,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.126436,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-23,9498,8582,1.126553,107,100,64,63,28.2,81,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.106735,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-24,9397,8419,1.277003,120,104,74,71,27.52,84,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.116166,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-25,8519,7465,1.702078,145,136,87,85,27.19,97,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.141192,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-26,7719,6810,1.774841,137,121,71,70,26.57,76,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.13348,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-27,8615,7604,1.450958,125,114,81,80,27.73,84,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.132956,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-28,9780,8872,1.380368,135,131,81,80,28.75,88,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,50,0,50,0,0,1.102344,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-29,9264,8428,1.208981,112,107,67,64,26.74,72,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.099193,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-30,8999,8294,1.477942,133,128,84,81,26.73,92,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.085001,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-01-31,9280,8653,1.368534,127,119,77,77,25.77,84,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.07246,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-01,9916,9312,1.41186,140,127,77,76,25.87,84,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,120,0,120,0,0,1.064863,https://www.instagram.com/p/C2Nujn1AffA/
120200695485870731,FB23 - Alumni HC vs. UTSA,PAUSED,120200695487810731,FAU Alumni 50 miles,LINK_CLICKS,120200695490490731,FAU Homecoming Graphic,ACTIVE,2023-10-18,9412,6696,1.848704,174,153,63,61,50.38,101,2023-10-18 13:23:51,2023-10-18 13:23:52,2023-10-21 18:00:39,OUTCOME_TRAFFIC,,25000,1,2025-01-22 14:55:56,0,0,0,0,0,0,1.405615,https://www.instagram.com/p/CyjGXStAjuj/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-02,7286,6929,1.111721,81,75,53,52,20.52,56,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,50,189,50,189,0,0,1.051523,https://www.instagram.com/p/C2Nujn1AffA/
120200695485870731,FB23 - Alumni HC vs. UTSA,PAUSED,120200695487810731,FAU Alumni 50 miles,LINK_CLICKS,120200695490490731,FAU Homecoming Graphic,ACTIVE,2023-10-19,15362,11316,2.317407,356,310,140,134,77.29,216,2023-10-18 13:23:51,2023-10-18 13:23:52,2023-10-21 18:00:39,OUTCOME_TRAFFIC,,25000,1,2025-01-22 14:55:56,50,140,50,140,50,140,1.357547,https://www.instagram.com/p/CyjGXStAjuj/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-03,10072,9295,1.032566,104,97,63,63,27.33,69,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.083593,https://www.instagram.com/p/C2Nujn1AffA/
120200695485870731,FB23 - Alumni HC vs. UTSA,PAUSED,120200695487810731,FAU Alumni 50 miles,LINK_CLICKS,120200695490490731,FAU Homecoming Graphic,ACTIVE,2023-10-20,17237,13605,1.566398,270,245,117,109,74.54,193,2023-10-18 13:23:51,2023-10-18 13:23:52,2023-10-21 18:00:39,OUTCOME_TRAFFIC,,25000,1,2025-01-22 14:55:56,90,530,90,530,90,350,1.266961,https://www.instagram.com/p/CyjGXStAjuj/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-04,9297,8499,1.032591,96,92,60,59,24.53,65,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,1.093893,https://www.instagram.com/p/C2Nujn1AffA/
120200695485870731,FB23 - Alumni HC vs. UTSA,PAUSED,120200695487810731,FAU Alumni 50 miles,LINK_CLICKS,120200695490490731,FAU Homecoming Graphic,ACTIVE,2023-10-21,11658,9177,1.938583,226,200,76,71,47.79,111,2023-10-18 13:23:51,2023-10-18 13:23:52,2023-10-21 18:00:39,OUTCOME_TRAFFIC,,25000,1,2025-01-22 14:55:56,75,275,75,275,0,215,1.27035,https://www.instagram.com/p/CyjGXStAjuj/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-05,0,0,0,0,0,1,1,0,1,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-06,0,0,0,0,0,0,0,0,0,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-07,0,0,0,0,0,0,0,0,0,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-08,0,0,0,0,0,0,0,0,0,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-09,0,0,0,0,0,0,0,0,0,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-10,0,0,0,0,0,0,0,0,0,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-11,0,0,0,0,0,0,0,0,0,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-12,0,0,0,0,0,0,0,0,0,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
120204856933920731,WBB24 Group Tickets,ACTIVE,120204856933990731,Families + 60 mins from Boca + Parents of 24+ + Past Purchasers,LINK_CLICKS,120204856934040731,WBB Group Tickets,ACTIVE,2024-02-13,0,0,0,0,0,0,0,0,0,2024-01-17 15:17:22,2024-01-17 15:17:22,2024-02-04 23:50:01,OUTCOME_TRAFFIC,,50000,89,2025-02-02 04:01:07,0,0,0,0,0,0,0,https://www.instagram.com/p/C2Nujn1AffA/
